All,Semua
"Add Related Products","Tambahkan Produk Terkait"
"An up-sell item is offered to the customer as a pricier or higher-quality alternative to the product the customer is looking at.","Item up-sell ditawarkan kepada pelanggan sebagai alternatif pricier atau berkualitas lebih tinggi untuk produk yang dilihat pelanggan."
"Add Up-Sell Products","Tambahkan Produk Up-sell"
"Up-Sell Products","Produk Up-Sell"
"These ""impulse-buy"" products appear next to the shopping cart as cross-sells to the items already in the shopping cart.","Produk ""impuls-beli"" ini muncul di sebelah keranjang belanja saat menjual silang ke barang-barang yang sudah ada di keranjang belanja."
"Add Cross-Sell Products","Tambahkan Produk Cross-Sell"
"Cross-Sell Products","Produk Cross-Sell"
"Schedule Update From","Jadwal Update Dari"
"Product in Websites","Produk di Situs Web"
"If your Magento installation has multiple websites, you can edit the scope to use the product on specific sites.","Jika instalasi Magento Anda memiliki beberapa situs web, Anda dapat mengedit ruang lingkup untuk menggunakan produk di situs tertentu."
name,nama
"Copy Data from","Salin Data dari"
"If there are no custom parent categories, please use the default parent category. You can reassign the category at any time in <a href=""%1"" target=""_blank"">Products &gt; Categories</a>.","Jika tidak ada kategori induk khusus, harap gunakan kategori induk default. Anda dapat menetapkan kembali kategori setiap saat di <a href="" %1 ""target=""_blank""> Produk & gt; Kategori </a> ."
"This operation can take a long time","Operasi ini bisa memakan waktu lama"
"Collapse All","Tutup Semua"
"Expand All","Melebarkan semua"
"Please confirm site switching. All data that hasn't been saved will be lost.","Silakan konfirmasikan pengalihan situs. Semua data yang belum disimpan akan hilang."
"Manage Titles (Size, Color, etc.)","Mengelola Judul (Ukuran, Warna, dll.)"
"Manage Options (Values of Your Attribute)","Kelola Pilihan (Nilai Atribut Anda)"
"Sort Option","Opsi Pengurutan"
"The value of Admin must be unique.","Nilai Admin Harus Unik."
Groups,Kelompok
"Double click on a group to rename it.","Klik dua kali pada sebuah grup untuk mengganti namanya."
"Unassigned Attributes","Atribut yang Belum Ditetapkan"
"This group contains system attributes. Please move system attributes to another group and try again.","Kelompok ini berisi atribut sistem. Silakan pindahkan atribut sistem ke grup lain dan coba lagi."
"A name is required.","Sebuah nama diperlukan."
"Please select a node.","Silahkan pilih sebuah node."
"Please enter a new group name.","Silakan masukkan nama grup yang baru."
"An attribute group named ""/name/"" already exists.","Grup atribut bernama ""/ name /"" sudah ada."
"Sorry, we're unable to complete this request.","Maaf, kami tidak dapat menyelesaikan permintaan ini."
"You can't remove attributes from this attribute set.","Anda tidak dapat menghapus atribut dari set atribut ini."
"Custom Options","Pilihan Kustom"
"This is a required option.","Ini adalah pilihan yang dibutuhkan."
"The field isn't complete.","Bidangnya tidak lengkap."
"Compatible file extensions to upload","Ekstensi file yang kompatibel untuk diunggah"
"Maximum image width","Lebar gambar maksimal"
"Maximum image height","Tinggi gambar maksimum"
"Maximum number of characters:","Jumlah karakter maksimum:"
"start typing to search template","mulai mengetik untuk mencari template"
"Product online","Produk secara online"
"Product offline","Produk offline"
"Product online status","Status produk online"
"Manage Stock","Kelola persedian"
"Out-of-Stock Threshold","Ambang Batas Stok habis"
"Minimum Qty Allowed in Shopping Cart","Minimum Qty Diizinkan di Keranjang Belanja"
"Maximum Qty Allowed in Shopping Cart","Maksimum Qty Diizinkan di Keranjang Belanja"
"Qty Uses Decimals","Menggunakan desimal Qty"
Backorders,Inden
"Notify for Quantity Below","Beritahu Kuantitas di bawah ini"
"Enable Qty Increments","Aktifkan penambahan Qty"
"Qty Increments","Kenaikan Qty"
"Stock Availability","Ketersediaan stok"
"In Stock",Tersedia
"Out of Stock","Habis Terjual"
"Add Product To Websites","Tambahkan Produk ke Situs Web"
"Remove Product From Websites","Hapus Produk dari Situs Web"
"To hide an item in catalog or search results, set the status to ""Disabled"".","Untuk menyembunyikan item dalam katalog atau hasil pencarian, setel status menjadi ""Disabled""."
"Delete Custom Option","Hapus Opsi Kustom"
"Sort Custom Options","Urutkan Custom Options"
"Sort Custom Option","Urutkan Opsi Kustom"
"Item Price","Harga barang"
"and above","dan di atas"
"Delete Tier","Hapus Tingkat"
"Product In Websites","Produk di Website"
"(Copy data from: %1)","(Salin data dari: %1)"
"Browse to find or drag image here","Jelajahi untuk mencari atau menyeret gambar di sini"
"Delete image","Hapus gambar"
Hidden,Tersembunyi
"Alt Text","Alt Teks"
Role,Wewenang
"Image Size","Ukuran gambar"
"Image Resolution","Resolusi gambar"
"Hide from Product Page","Sembunyikan dari Product Page"
"Allow Multiple Boxes for Shipping","Izinkan beberapa kotak untuk pengiriman"
"start typing to search attribute","mulai mengetik untuk mencari atribut"
"Basic Settings","Pengaturan dasar"
"Advanced Settings","Pengaturan lanjutan"
"Special Price","Harga spesial"
"Buy %1 for: ","Beli %1 untuk: "
"Buy %1 for %2 each and <strong class=""benefit"">save<span class=""percent tier-%3"">&nbsp;%4</span>%</strong>","Beli %1 for %2 each and <strong class=""benefit"">save<span class=""percent tier-%3"">&nbsp;%4</span>%</strong>"
"Buy %1 for %2 each","Beli %1 untuk %2 masing-masing"
"Shop By","Toko oleh"
"Shopping Options","Pilihan Belanja"
"Compare Products","Bandingkan Produk"
"Print This Page","Cetak halaman ini"
"Remove Product","Menghapus Produk"
"Add to Wish List","Tambahkan ke Daftar Keinginan"
"You have no items to compare.","Anda tidak memiliki barang untuk membandingkan."
"Remove This Item","Hapus item ini"
Compare,Membandingkan
"Clear All","Bersihkan semua"
Prev,Sebelumnya
"We can't find products matching the selection.","Kami tidak dapat menemukan produk yang sesuai dengan pilihannya."
"Learn More","Belajarlah lagi"
"Add to Compare","Tambahkan untuk membandingkan"
"We found other products you might like!","Kami menemukan produk lain yang mungkin Anda sukai!"
"More Choices:","Lebih banyak pilihan:"
"Check items to add to the cart or","Centang item untuk ditambahkan ke keranjang atau"
"select all","pilih Semua"
"Items %1-%2 of %3","Item %1 - %2 dari %3"
"%1 Items","%1 Item"
Show,Menunjukkan
"Sort By","Urut Berdasarkan"
"Set Ascending Direction","Set Arah secara Ascending"
"Set Descending Direction","Atur Arah secara Descending"
"View as","Menampilkan sebagai"
"More Information","Informasi lebih lanjut"
"Warning message","Pesan peringatan"
"We don't recognize or support this file extension type.","Kami tidak mengenali atau mendukung jenis ekstensi file ini."
"Configure Product","Konfigurasikan Produk"
OK,Baik
"This value does not follow the specified format (for example, 200X300).","Nilai ini tidak mengikuti format yang ditentukan (misalnya, 200X300)."
"Select type of option.","Pilih jenis pilihan."
"Please add rows to option.","Silakan tambahkan baris ke pilihan."
"Choose existing category.","Pilih kategori yang ada."
"Image Detail","Detail Gambar"
Adding...,"Menambahkan ..."
Added,Ditambahkan
"does not implement Storage Interface","tidak mengimplementasikan Storage Interface"
"unselect all","batalkan pilihan semua"
Inventory,Persediaan
"Catalog Section","Bagian katalog"
Small,Kecil
Main,Utama
"Custom image","Gambar kustom"
"Product Fields Auto-Generation","Bidang Produk Auto-Generation"
"Mask for SKU","Masker untuk SKU"
"Use {{name}} as Product Name placeholder","Gunakan {{name}} sebagai placeholder nama produk"
"Mask for Meta Title","Topeng untuk Judul Meta"
"Mask for Meta Keywords","Topeng untuk Meta papan ketik"
"Use {{name}} as Product Name or {{sku}} as Product SKU placeholders","Gunakan {{name}} sebagai Nama Produk atau {{sku}} sebagai placeholder SKU Produk"
"Mask for Meta Description","Masker untuk Deskripsi Meta"
"Use {{name}} and {{description}} as Product Name and Product Description placeholders","Gunakan {{name}} dan {{description}} sebagai placeholder Produk dan Deskripsi Produk"
"Recently Viewed/Compared Products","Produk yang Baru Dilihat / Dibanding"
"Lifetime of products in Recently Viewed Widget","Seumur hidup produk di Widget yang Baru Dilihat"
"Lifetime of products in Recently Compared Widget","Seumur hidup produk di Widget Baru Dibanding"
"Synchronize widget products with backend storage","Sinkronkan produk widget dengan penyimpanan backend"
Storefront,Etalase
"List Mode","Mode daftar"
"Products per Page on Grid Allowed Values","Produk per Halaman pada Grid Allowed Values"
Comma-separated.,"Dipisahkan koma."
"Products per Page on Grid Default Value","Produk per Halaman pada kisi bawaan Nilai"
"Products per Page on List Allowed Values","Produk per Halaman pada Daftar Nilai yang Diizinkan"
"Products per Page on List Default Value","Produk per Halaman pada Daftar Nilai bawaan"
"Use Flat Catalog Category","Gunakan Kategori Katalog Datar"
"Use Flat Catalog Product","Gunakan Produk Katalog flat"
"Product Listing Sort by","Daftar Produk Urutkan menurut"
"Allow All Products per Page","Izinkan Semua Produk per Halaman"
"Product Image Placeholders","Placeholder gambar produk"
"Page Title Separator","Pemisah judul halaman"
"Use Canonical Link Meta Tag For Categories","Gunakan Kononikal Link Meta Tag untuk katagori"
"Use Canonical Link Meta Tag For Products","Gunakan Kononikal Link Meta Tag untuk Produk"
"Catalog Price Scope","Katalog Harga Lingkup"
"This defines the base currency scope (""Currency Setup"" > ""Currency Options"" > ""Base Currency"").","Ini mendefinisikan cakupan mata uang dasar (""Penyiapan Mata Uang""> ""Opsi Mata Uang""> ""Mata Uang Dasar"")."
"Category Top Navigation","Kategori Navigasi Atas"
"Maximal Depth","Kedalaman maksimal"
"Date & Time Custom Options","Opsi Khusus Tanggal & Waktu"
"Use JavaScript Calendar","Gunakan Kalender JavaScript"
"Date Fields Order","Bidang Tanggal Pesanan"
"Time Format","Format waktu"
"Year Range","Rentang tahun"
"Please use a four-digit year format.","Mohon gunakan format empat digit tahun."
"Top Level Category","Kategori Tingkat Atas"
"Product Info Column","Kolom Info Produk"
"Block after Info Column","Blokir setelah Kolom Info"
"Product Flat Data","Data Flat Produk"
"Reorganize EAV product structure to flat structure","Susun ulang struktur produk EAV ke struktur datar"
"Category Flat Data","Kategori Data Rata"
"Reorganize EAV category structure to flat structure","Susun kembali struktur kategori EAV ke struktur datar"
"Category Products","Kategori Produk"
"Indexed category/products association","Asosiasi kategori / produk terindeks"
"Product Categories","Kategori Produk"
"Indexed product/categories association","Indexed product / categories association"
"Product Price","Harga produk"
"Index product prices","Indeks harga produk"
"Product EAV","Produk EAV"
"Index product EAV","Indeks produk EAV"
"Catalog New Products List","Katalog Daftar Produk Baru"
"List of Products that are set as New","Daftar Produk yang ditetapkan sebagai Baru"
"Display Type","Tipe tampilan"
"All products - recently added products, New products - products marked as new","Semua produk - produk baru ditambahkan, Produk baru - produk yang ditandai sebagai baru"
"All products","Semua produk"
"New products","Produk baru"
"Display Page Control","Kontrol halaman tampilan"
"Number of Products per Page","Jumlah Produk per Halaman"
"Number of Products to Display","Jumlah Produk yang Akan Ditampilkan"
"New Products Grid Template","Template Grid Produk Baru"
"New Products List Template","Template Cantik Produk Baru"
"New Products Images and Names Template","Template Gambar dan Nama Produk Baru"
"New Products Names Only Template","Nama Produk Baru Hanya Template"
"New Products Images Only Template","Gambar Produk Baru Hanya Template"
"Cache Lifetime (Seconds)","Cache Lifetime (Detik)"
"Catalog Product Link","Katalog Produk"
"Link to a Specified Product","Link ke Produk Tertentu"
"Select Product...","Pilih Produk ..."
"If empty, we'll use the product name here.","Jika kosong, kita akan menggunakan nama produk disini."
"Anchor Custom Title","Judul Jabatan Jangkar"
"Product Link Block Template","Template Blok Tautan Produk"
"Product Link Inline Template","Tautan Kotak Masuk Produk"
"Catalog Category Link","Katalog Kategori Link"
"Link to a Specified Category","Tautkan ke Kategori Tertentu"
"Select Category...","Pilih Kategori..."
"If empty, we'll use the category name here.","Jika kosong, kita akan menggunakan nama kategori disini."
"Category Link Block Template","Kategori Tautan Blok Template"
"Category Link Inline Template","Kategori Tautan Template Inline"
"Recently Viewed Products","Produk yang baru saja dilihat"
"List of Products Recently Viewed by Visitor","Daftar Produk Baru Dilihat oleh Pengunjung"
"UI Component","Komponen UI"
"Number of Products to display","Jumlah Produk yang akan ditampilkan"
"Product attributes to show","Atribut produk ditampilkan"
Image,Gambar
"Learn More Link","Pelajari lebih lanjut Link"
"Buttons to show","Tombol untuk ditunjukkan"
"Add to Wishlist","Tambahkan ke Daftar Keinginan"
"Viewed Products Grid Template","Dilihat Produk Grid Template"
"Viewed Products List Template","Dilihat Daftar Produk Template"
"Viewed Products Sidebar Template","Dilihat Produk Sidebar Template"
"Recently Compared Products","Baru Dibanding Produk"
"List of Products Recently Compared by Visitor","Daftar Produk Baru Dibandingkan dengan Pengunjung"
"Compared Products Grid Template","Dibandingkan Produk Grid Template"
"Compared Products List Template","Dibandingkan Daftar Produk Template"
"Category Information","Informasi Kategori"
"Enable Category","Aktifkan Kategori"
"Include in Menu","Sertakan dalam Menu"
"Category Image","Gambar kategori"
"Add CMS Block","Tambahkan Blok CMS"
"Display Settings","Pengaturan tampilan"
"Display Mode","Mode tampilan"
Anchor,Jangkar
"Available Product Listing Sort By","Daftar Produk yang Tersedia Urutkan Berdasarkan"
"Use All","Gunakan semua"
"Default Product Listing Sort By","Daftar Produk Default Urut Urut"
"Layered Navigation Price Step","Langkah Harga Navigasi Layered"
"URL Key","Kunci URL"
"Meta Title","Judul Meta"
"Meta Keywords","Kata sandi Meta"
"Meta Description","Deskripsi meta"
"Products in Category","Produk di Kategori"
